ChunkID,Seed,X,Y,Z,R,Theta,Type,Mass,Temperature,Luminosity,ColorR,ColorG,ColorB,Population,Region,Planets,IsMultiple,SystemName
0_0_0,524295552,48.83,0.10,8.31,48.83,0.12,M5V,0.320,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295552
0_0_0,524295553,50.92,0.08,15.10,50.92,0.09,DA,0.692,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524295553
0_0_0,524295554,49.01,0.08,17.90,49.01,0.10,G5V,0.839,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,4,False,524295554
0_0_0,524295555,51.10,0.10,20.70,51.10,0.11,M5V,0.277,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295555
0_0_0,524295556,49.19,0.07,27.49,49.19,0.08,M5V,0.303,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295556
0_0_0,524295557,51.28,0.08,30.29,51.28,0.09,M5V,0.328,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295557
0_0_0,524295558,49.37,0.09,33.08,49.37,0.11,DA,0.708,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295558
0_0_0,524295559,51.46,0.11,39.88,51.46,0.12,G5V,0.866,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,8,False,524295559
0_0_0,524295560,49.55,0.08,42.67,49.55,0.09,M5V,0.285,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295560
0_0_0,524295561,51.64,0.09,45.47,51.64,0.10,M5V,0.311,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295561
0_0_0,524295562,49.73,0.10,48.27,49.73,0.11,M5V,0.337,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295562
0_0_0,524295563,51.82,0.08,55.06,51.82,0.08,DA,0.484,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295563
0_0_0,524295564,49.91,0.08,57.86,49.91,0.10,NS,1.250,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524295564
0_0_0,524295565,52.00,0.10,60.65,52.00,0.11,M5V,0.293,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295565
0_0_0,524295566,50.09,0.07,67.45,50.09,0.08,M5V,0.319,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295566
0_0_0,524295567,48.18,0.08,70.25,48.18,0.09,M5V,0.345,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295567
0_0_0,524295568,50.27,0.09,73.04,50.27,0.10,K0III,1.001,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295568
0_0_0,524295569,48.36,0.10,79.84,48.36,0.12,NS,1.287,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,True,524295569
0_0_0,524295570,50.45,0.08,82.63,50.45,0.09,M5V,0.301,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295570
0_0_0,524295571,48.54,0.08,85.43,48.54,0.10,M5V,0.327,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295571
0_0_0,524295572,50.63,0.10,88.23,50.63,0.11,M5V,0.353,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295572
0_0_0,524295573,48.71,0.07,95.02,48.71,0.08,K0III,1.033,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295573
0_0_0,524295574,50.80,0.08,97.82,50.80,0.09,NS,1.325,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524295574
0_0_0,524295575,48.89,0.12,0.61,48.89,0.15,K5V,0.722,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,3,True,524295575
0_0_0,524295576,50.98,0.14,7.41,50.98,0.16,M5V,0.335,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295576
0_0_0,524295577,49.07,0.11,10.21,49.07,0.13,M5V,0.241,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295577
0_0_0,524295578,51.16,0.13,13.00,51.16,0.14,K0III,1.065,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295578
0_0_0,524295579,49.25,0.13,19.80,49.25,0.15,NS,1.362,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524295579
0_0_0,524295580,51.34,0.11,22.59,51.34,0.12,K5V,0.741,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,6,False,524295580
0_0_0,524295581,49.43,0.12,25.39,49.43,0.14,M5V,0.343,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295581
0_0_0,524295582,51.52,0.13,28.19,51.52,0.15,M5V,0.249,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295582
0_0_0,524295583,49.61,0.14,34.98,49.61,0.16,K0III,1.098,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295583
0_0_0,524295584,51.70,0.12,37.78,51.70,0.13,DA,0.600,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524295584
0_0_0,524295585,49.79,0.12,40.57,49.79,0.14,K5V,0.760,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,4,False,524295585
0_0_0,524295586,51.88,0.14,47.37,51.88,0.15,M5V,0.351,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295586
0_0_0,524295587,49.97,0.11,50.17,49.97,0.13,M5V,0.257,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295587
0_0_0,524295588,48.06,0.12,52.96,48.06,0.14,K0III,1.130,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295588
0_0_0,524295589,50.15,0.13,59.76,50.15,0.15,DA,0.616,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295589
0_0_0,524295590,48.24,0.10,62.55,48.24,0.12,K5V,0.779,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,2,False,524295590
0_0_0,524295591,50.33,0.12,65.35,50.33,0.13,M5V,0.359,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295591
0_0_0,524295592,48.42,0.12,68.15,48.42,0.15,M5V,0.265,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295592
0_0_0,524295593,50.51,0.14,74.94,50.51,0.16,M5V,0.291,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295593
0_0_0,524295594,48.60,0.11,77.74,48.60,0.13,DA,0.632,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295594
0_0_0,524295595,50.69,0.12,80.53,50.69,0.14,G5V,1.139,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,7,False,524295595
0_0_0,524295596,48.78,0.13,87.33,48.78,0.15,M5V,0.247,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295596
0_0_0,524295597,50.87,0.11,90.13,50.87,0.12,M5V,0.273,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,True,524295597
0_0_0,524295598,48.96,0.12,92.92,48.96,0.14,M5V,0.299,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295598
0_0_0,524295599,51.05,0.13,99.72,51.05,0.15,DA,0.648,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524295599
0_0_0,524295600,49.14,0.17,2.51,49.14,0.20,G5V,1.166,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,4,False,524295600
0_0_0,524295601,51.23,0.15,5.31,51.23,0.17,M5V,0.255,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295601
0_0_0,524295602,49.32,0.16,8.10,49.32,0.18,M5V,0.281,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295602
0_0_0,524295603,51.41,0.17,14.90,51.41,0.19,M5V,0.307,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295603
0_0_0,524295604,49.50,0.14,17.70,49.50,0.17,DA,0.665,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524295604
0_0_0,524295605,51.59,0.16,20.49,51.59,0.18,NS,1.670,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,True,524295605
0_0_0,524295606,49.67,0.16,27.29,49.68,0.19,M5V,0.264,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295606
0_0_0,524295607,51.76,0.15,30.08,51.76,0.16,M5V,0.289,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295607
0_0_0,524295608,49.85,0.15,32.88,49.85,0.17,M5V,0.315,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295608
0_0_0,524295609,51.94,0.17,39.68,51.94,0.18,K0III,1.361,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295609
0_0_0,524295610,50.03,0.17,42.47,50.03,0.20,NS,1.148,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524295610
0_0_0,524295611,48.12,0.14,45.27,48.12,0.17,M5V,0.272,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295611
0_0_0,524295612,50.21,0.16,48.06,50.21,0.18,M5V,0.297,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295612
0_0_0,524295613,48.30,0.16,54.86,48.30,0.19,M5V,0.323,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295613
0_0_0,524295614,50.39,0.14,57.66,50.39,0.16,K0III,1.394,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295614
0_0_0,524295615,48.48,0.15,60.45,48.48,0.18,NS,1.185,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524295615
0_0_0,524295616,50.57,0.16,67.25,50.57,0.19,K5V,0.652,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,5,False,524295616
0_0_0,524295617,48.66,0.17,70.04,48.66,0.20,M5V,0.305,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295617
0_0_0,524295618,50.75,0.15,72.84,50.75,0.17,M5V,0.331,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295618
0_0_0,524295619,48.84,0.16,79.64,48.84,0.18,K0III,1.426,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,True,524295619
0_0_0,524295620,50.93,0.17,82.43,50.93,0.19,NS,1.223,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,True,524295620
0_0_0,524295621,49.02,0.14,85.23,49.02,0.17,K5V,0.671,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,3,False,524295621
0_0_0,524295622,51.11,0.16,88.02,51.11,0.18,M5V,0.313,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295622
0_0_0,524295623,49.20,0.16,94.82,49.20,0.19,M5V,0.339,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295623
0_0_0,524295624,51.29,0.14,97.62,51.29,0.16,K0III,0.978,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295624
0_0_0,524295625,49.38,0.18,0.41,49.38,0.21,DA,0.540,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295625
0_0_0,524295626,51.47,0.20,7.21,51.47,0.22,K5V,0.690,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,6,True,524295626
0_0_0,524295627,49.56,0.20,10.00,49.56,0.24,M5V,0.321,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295627
0_0_0,524295628,51.65,0.19,12.80,51.65,0.21,M5V,0.347,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295628
0_0_0,524295629,49.74,0.19,19.60,49.74,0.22,K0III,1.010,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295629
0_0_0,524295630,51.83,0.21,22.39,51.83,0.23,DA,0.556,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295630
0_0_0,524295631,49.92,0.18,25.19,49.92,0.20,K5V,0.709,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,4,False,524295631
0_0_0,524295632,48.01,0.18,31.98,48.01,0.21,M5V,0.329,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295632
0_0_0,524295633,50.10,0.20,34.78,50.10,0.23,M5V,0.355,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295633
0_0_0,524295634,48.19,0.20,37.58,48.19,0.24,M5V,0.261,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295634
0_0_0,524295635,50.28,0.18,40.37,50.28,0.21,DA,0.573,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524295635
0_0_0,524295636,48.37,0.19,47.17,48.37,0.22,G5V,1.040,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,3,False,524295636
0_0_0,524295637,50.46,0.21,49.96,50.46,0.23,M5V,0.338,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295637
0_0_0,524295638,48.55,0.17,52.76,48.55,0.21,M5V,0.243,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295638
0_0_0,524295639,50.63,0.19,59.56,50.64,0.22,M5V,0.269,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295639
0_0_0,524295640,48.72,0.19,62.35,48.72,0.23,DA,0.589,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295640
0_0_0,524295641,50.81,0.18,65.15,50.81,0.20,G5V,1.067,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,7,False,524295641
0_0_0,524295642,48.90,0.18,71.94,48.90,0.21,M5V,0.346,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295642
0_0_0,524295643,50.99,0.20,74.74,50.99,0.22,M5V,0.251,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295643
0_0_0,524295644,49.08,0.20,77.53,49.08,0.24,M5V,0.277,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295644
0_0_0,524295645,51.17,0.19,80.33,51.17,0.21,DA,0.605,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295645
0_0_0,524295646,49.26,0.19,87.13,49.26,0.22,F0V,1.531,6500,3.5000,1.000,1.000,0.950,Bulge,Galactic Center,3,False,524295646
0_0_0,524295647,51.35,0.21,89.92,51.35,0.23,M5V,0.354,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295647
0_0_0,524295648,49.44,0.17,92.72,49.44,0.20,M5V,0.259,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,True,524295648
0_0_0,524295649,51.53,0.19,99.51,51.53,0.21,M5V,0.285,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295649
0_0_0,524295650,49.62,0.23,2.31,49.62,0.27,K0III,1.242,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295650
0_0_0,524295651,51.71,0.25,5.11,51.71,0.28,NS,1.568,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524295651
0_0_0,524295652,49.80,0.22,11.90,49.80,0.25,M5V,0.242,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295652
0_0_0,524295653,51.89,0.24,14.70,51.89,0.26,M5V,0.267,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295653
0_0_0,524295654,49.98,0.24,17.49,49.98,0.27,M5V,0.293,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295654
0_0_0,524295655,48.07,0.21,20.29,48.07,0.24,K0III,1.274,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295655
0_0_0,524295656,50.16,0.22,27.09,50.16,0.26,NS,1.606,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,True,524295656
0_0_0,524295657,48.25,0.23,29.88,48.25,0.27,K5V,0.583,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,2,False,524295657
0_0_0,524295658,50.34,0.25,32.68,50.34,0.28,M5V,0.275,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295658
0_0_0,524295659,48.43,0.21,39.47,48.43,0.25,M5V,0.301,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295659
0_0_0,524295660,50.52,0.23,42.27,50.52,0.26,K0III,1.306,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295660
0_0_0,524295661,48.61,0.23,45.07,48.61,0.28,NS,1.644,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524295661
0_0_0,524295662,50.70,0.22,51.86,50.70,0.25,K5V,0.602,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,5,False,524295662
0_0_0,524295663,48.79,0.22,54.66,48.79,0.26,M5V,0.283,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295663
0_0_0,524295664,50.88,0.24,57.45,50.88,0.27,M5V,0.309,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295664
0_0_0,524295665,48.97,0.21,60.25,48.97,0.24,K0III,1.339,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295665
0_0_0,524295666,51.06,0.23,67.05,51.06,0.25,DA,0.481,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295666
0_0_0,524295667,49.15,0.23,69.84,49.15,0.27,K5V,0.620,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,3,False,524295667
0_0_0,524295668,51.24,0.25,72.64,51.24,0.28,M5V,0.292,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295668
0_0_0,524295669,49.33,0.21,79.43,49.33,0.25,M5V,0.317,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295669
0_0_0,524295670,51.42,0.23,82.23,51.42,0.26,K0III,1.371,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,True,524295670
0_0_0,524295671,49.51,0.24,85.03,49.51,0.27,DA,0.497,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524295671
0_0_0,524295672,51.59,0.22,91.82,51.60,0.24,K5V,0.639,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,6,False,524295672
0_0_0,524295673,49.68,0.22,94.62,49.69,0.26,M5V,0.300,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295673
0_0_0,524295674,51.77,0.24,97.41,51.77,0.27,M5V,0.325,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295674
0_0_0,524295675,49.86,0.28,0.21,49.86,0.32,M5V,0.351,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295675
0_0_0,524295676,51.95,0.26,7.01,51.95,0.29,DA,0.513,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295676
0_0_0,524295677,50.04,0.26,9.80,50.04,0.30,G5V,0.940,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,6,True,524295677
0_0_0,524295678,48.13,0.26,12.60,48.13,0.31,M5V,0.308,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295678
0_0_0,524295679,50.22,0.25,19.39,50.22,0.29,M5V,0.333,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295679
0_0_0,524295680,48.31,0.25,22.19,48.31,0.30,M5V,0.359,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295680
0_0_0,524295681,50.40,0.27,24.99,50.40,0.31,DA,0.529,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295681
0_0_0,524295682,48.49,0.24,31.78,48.49,0.28,G5V,0.967,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,3,False,524295682
0_0_0,524295683,50.58,0.26,34.58,50.58,0.29,M5V,0.316,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295683
0_0_0,524295684,48.67,0.26,37.37,48.67,0.31,M5V,0.341,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295684
0_0_0,524295685,50.76,0.28,40.17,50.76,0.32,M5V,0.247,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295685
0_0_0,524295686,48.85,0.25,46.96,48.85,0.29,DA,0.545,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524295686
0_0_0,524295687,50.94,0.27,49.76,50.94,0.30,F0V,1.391,6500,3.5000,1.000,1.000,0.950,Bulge,Galactic Center,4,False,524295687
0_0_0,524295688,49.03,0.27,52.56,49.03,0.31,M5V,0.324,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295688
0_0_0,524295689,51.12,0.25,59.35,51.12,0.28,M5V,0.349,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295689
0_0_0,524295690,49.21,0.25,62.15,49.21,0.30,M5V,0.255,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295690
0_0_0,524295691,51.30,0.28,64.94,51.30,0.31,K0III,1.122,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295691
0_0_0,524295692,49.39,0.27,71.74,49.39,0.32,NS,1.429,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,True,524295692
0_0_0,524295693,51.48,0.26,74.54,51.48,0.29,M5V,0.332,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295693
0_0_0,524295694,49.57,0.26,77.33,49.57,0.30,M5V,0.357,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295694
0_0_0,524295695,51.66,0.28,80.13,51.66,0.31,M5V,0.263,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295695
0_0_0,524295696,49.75,0.25,86.92,49.75,0.29,K0III,1.155,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295696
0_0_0,524295697,51.84,0.27,89.72,51.84,0.30,NS,1.467,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524295697
0_0_0,524295698,49.93,0.27,92.52,49.93,0.31,K5V,0.793,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,4,False,524295698
0_0_0,524295699,48.02,0.24,99.31,48.02,0.28,M5V,0.246,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,True,524295699
0_0_0,524295700,50.11,0.29,2.11,50.11,0.33,M5V,0.271,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295700
0_0_0,524295701,48.20,0.29,4.90,48.20,0.34,K0III,1.187,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295701
0_0_0,524295702,50.29,0.31,11.70,50.29,0.36,NS,1.504,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524295702
0_0_0,524295703,48.38,0.28,14.50,48.38,0.33,K5V,0.812,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,2,False,524295703
0_0_0,524295704,50.46,0.30,17.29,50.47,0.34,M5V,0.254,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295704
0_0_0,524295705,48.55,0.30,20.09,48.56,0.35,M5V,0.279,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295705
0_0_0,524295706,50.64,0.29,26.88,50.65,0.32,K0III,1.219,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295706
0_0_0,524295707,48.73,0.28,29.68,48.73,0.33,DA,0.661,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524295707
0_0_0,524295708,50.82,0.31,32.48,50.82,0.35,K5V,0.831,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,5,False,524295708
0_0_0,524295709,48.91,0.31,39.27,48.91,0.36,M5V,0.262,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295709
0_0_0,524295710,51.00,0.29,42.07,51.00,0.33,M5V,0.287,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295710
0_0_0,524295711,49.09,0.29,44.86,49.09,0.34,K0III,1.252,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524295711
0_0_0,524295712,51.18,0.32,51.66,51.18,0.35,DA,0.677,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295712
0_0_0,524295713,49.27,0.28,54.46,49.27,0.33,K5V,0.570,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,3,False,524295713
0_0_0,524295714,51.36,0.30,57.25,51.36,0.34,M5V,0.270,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295714
0_0_0,524295715,49.45,0.30,60.05,49.45,0.35,M5V,0.295,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295715
0_0_0,524295716,51.54,0.29,66.84,51.54,0.32,M5V,0.321,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295716
0_0_0,524295717,49.63,0.29,69.64,49.63,0.33,DA,0.693,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295717
0_0_0,524295718,51.72,0.31,72.44,51.72,0.34,G5V,0.841,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,8,False,524295718
0_0_0,524295719,49.81,0.31,79.23,49.81,0.36,M5V,0.278,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524295719
0_0_0,524295720,51.90,0.30,82.03,51.90,0.33,M5V,0.303,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524295720
0_0_0,524295721,49.99,0.30,84.82,49.99,0.34,M5V,0.329,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,True,524295721
0_0_0,524295722,48.08,0.29,91.62,48.08,0.35,DA,0.709,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524295722
0_0_0,524295723,50.17,0.28,94.42,50.17,0.32,G5V,0.867,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,6,False,524295723
0_0_0,524295724,48.26,0.28,97.21,48.26,0.33,M5V,0.286,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295724
0_0_0,524295725,50.35,0.34,0.01,50.35,0.39,M5V,0.311,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295725
0_0_0,524295726,48.44,0.34,6.80,48.44,0.40,M5V,0.337,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524295726
0_0_0,524295727,50.53,0.33,9.60,50.53,0.37,DA,0.485,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524295727
0_0_0,524295728,48.62,0.32,12.39,48.62,0.38,G5V,0.894,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,3,True,524295728
0_0_0,524295729,50.71,0.35,19.19,50.71,0.39,M5V,0.294,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524295729
