ChunkID,Seed,X,Y,Z,R,Theta,Type,Mass,Temperature,Luminosity,ColorR,ColorG,ColorB,Population,Region,Planets,IsMultiple,SystemName
1_0_0,550280115774,150.83,1.09,88.22,150.83,0.41,NS,1.466,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,True,550280115774
1_0_0,550280115775,152.57,1.13,90.55,152.57,0.42,K5V,0.793,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,4,False,550280115775
1_0_0,550280115776,150.98,1.14,96.22,150.98,0.43,M5V,0.245,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115776
1_0_0,550280115777,152.72,1.09,98.55,152.72,0.41,M5V,0.271,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115777
1_0_0,550280115778,151.13,1.19,0.88,151.13,0.45,K0III,1.186,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115778
1_0_0,550280115779,152.87,1.23,6.54,152.87,0.46,DA,0.644,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280115779
1_0_0,550280115780,151.28,1.16,8.87,151.28,0.44,K5V,0.811,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,2,False,550280115780
1_0_0,550280115781,153.02,1.20,11.20,153.02,0.45,M5V,0.253,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115781
1_0_0,550280115782,151.43,1.21,13.53,151.43,0.46,M5V,0.279,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115782
1_0_0,550280115783,153.17,1.16,19.19,153.17,0.43,M5V,0.305,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115783
1_0_0,550280115784,151.58,1.18,21.52,151.58,0.44,DA,0.660,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280115784
1_0_0,550280115785,153.32,1.22,23.85,153.32,0.45,K5V,0.830,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,5,False,550280115785
1_0_0,550280115786,151.72,1.23,29.52,151.73,0.46,M5V,0.261,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115786
1_0_0,550280115787,150.13,1.15,31.85,150.14,0.44,M5V,0.287,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115787
1_0_0,550280115788,151.87,1.19,34.18,151.88,0.45,M5V,0.313,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115788
1_0_0,550280115789,150.28,1.21,39.84,150.29,0.46,DA,0.677,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280115789
1_0_0,550280115790,152.02,1.16,42.17,152.03,0.44,G5V,0.813,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,5,False,550280115790
1_0_0,550280115791,150.43,1.17,44.50,150.44,0.45,M5V,0.270,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115791
1_0_0,550280115792,152.17,1.21,46.83,152.18,0.46,M5V,0.295,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115792
1_0_0,550280115793,150.58,1.22,52.49,150.59,0.47,M5V,0.321,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115793
1_0_0,550280115794,152.32,1.18,54.82,152.33,0.44,DA,0.693,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280115794
1_0_0,550280115795,150.73,1.19,57.15,150.74,0.45,G5V,0.840,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,8,False,550280115795
1_0_0,550280115796,152.47,1.23,62.82,152.48,0.46,M5V,0.278,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,True,550280115796
1_0_0,550280115797,150.88,1.15,65.14,150.89,0.44,M5V,0.303,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115797
1_0_0,550280115798,152.62,1.19,67.47,152.63,0.45,M5V,0.329,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115798
1_0_0,550280115799,151.03,1.21,73.14,151.03,0.46,DA,0.709,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280115799
1_0_0,550280115800,152.77,1.16,75.47,152.78,0.43,NS,1.214,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280115800
1_0_0,550280115801,151.18,1.17,77.80,151.18,0.44,M5V,0.286,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115801
1_0_0,550280115802,152.92,1.21,80.13,152.93,0.45,M5V,0.311,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115802
1_0_0,550280115803,151.33,1.23,85.79,151.33,0.46,M5V,0.337,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,True,550280115803
1_0_0,550280115804,153.07,1.18,88.12,153.08,0.44,K0III,0.970,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115804
1_0_0,550280115805,151.48,1.19,90.45,151.48,0.45,NS,1.251,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,True,550280115805
1_0_0,550280115806,153.22,1.23,96.11,153.22,0.46,M5V,0.294,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115806
1_0_0,550280115807,151.63,1.15,98.44,151.63,0.44,M5V,0.319,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115807
1_0_0,550280115808,150.04,1.26,0.77,150.04,0.48,M5V,0.345,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115808
1_0_0,550280115809,151.78,1.30,6.44,151.78,0.49,K0III,1.002,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115809
1_0_0,550280115810,150.18,1.31,8.77,150.19,0.50,NS,1.289,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280115810
1_0_0,550280115811,151.93,1.26,11.10,151.93,0.48,K5V,0.704,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,3,False,550280115811
1_0_0,550280115812,150.33,1.27,13.43,150.34,0.49,M5V,0.327,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115812
1_0_0,550280115813,152.08,1.31,19.09,152.08,0.50,M5V,0.353,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115813
1_0_0,550280115814,150.48,1.24,21.42,150.49,0.47,K0III,1.034,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115814
1_0_0,550280115815,152.23,1.28,23.75,152.23,0.48,NS,1.326,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280115815
1_0_0,550280115816,150.63,1.29,29.41,150.64,0.49,K5V,0.723,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,6,False,550280115816
1_0_0,550280115817,152.38,1.24,31.74,152.38,0.47,M5V,0.335,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115817
1_0_0,550280115818,150.78,1.26,34.07,150.79,0.48,M5V,0.241,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,True,550280115818
1_0_0,550280115819,152.52,1.30,39.74,152.53,0.49,K0III,1.067,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115819
1_0_0,550280115820,150.93,1.31,42.07,150.94,0.50,DA,0.585,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280115820
1_0_0,550280115821,152.67,1.26,44.40,152.68,0.47,K5V,0.742,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,4,False,550280115821
1_0_0,550280115822,151.08,1.27,46.73,151.09,0.48,M5V,0.344,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115822
1_0_0,550280115823,152.82,1.31,52.39,152.83,0.49,M5V,0.249,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115823
1_0_0,550280115824,151.23,1.24,54.72,151.24,0.47,K0III,1.099,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115824
1_0_0,550280115825,152.97,1.28,57.05,152.98,0.48,DA,0.601,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280115825
1_0_0,550280115826,151.38,1.29,62.71,151.39,0.49,K5V,0.761,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,2,False,550280115826
1_0_0,550280115827,153.12,1.33,65.04,153.13,0.50,M5V,0.352,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115827
1_0_0,550280115828,151.53,1.26,67.37,151.54,0.48,M5V,0.257,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115828
1_0_0,550280115829,153.27,1.30,73.04,153.28,0.48,M5V,0.283,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115829
1_0_0,550280115830,151.68,1.31,75.37,151.69,0.49,DA,0.617,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280115830
1_0_0,550280115831,150.09,1.23,77.70,150.09,0.47,G5V,1.113,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,7,False,550280115831
1_0_0,550280115832,151.83,1.27,80.03,151.83,0.48,M5V,0.360,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115832
1_0_0,550280115833,150.24,1.29,85.69,150.24,0.49,M5V,0.265,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115833
1_0_0,550280115834,151.98,1.24,88.02,151.98,0.47,M5V,0.291,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115834
1_0_0,550280115835,150.39,1.25,90.35,150.39,0.48,DA,0.633,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280115835
1_0_0,550280115836,152.13,1.29,96.01,152.13,0.49,G5V,1.140,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,5,False,550280115836
1_0_0,550280115837,150.54,1.30,98.34,150.54,0.50,M5V,0.248,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115837
1_0_0,550280115838,152.28,1.35,0.67,152.28,0.51,M5V,0.273,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115838
1_0_0,550280115839,150.69,1.36,6.34,150.69,0.52,M5V,0.299,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115839
1_0_0,550280115840,152.43,1.40,8.67,152.43,0.53,DA,0.649,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280115840
1_0_0,550280115841,150.84,1.32,11.00,150.84,0.50,NS,1.634,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,True,550280115841
1_0_0,550280115842,152.58,1.36,16.66,152.58,0.51,M5V,0.256,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115842
1_0_0,550280115843,150.98,1.37,18.99,150.99,0.52,M5V,0.281,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115843
1_0_0,550280115844,152.73,1.42,21.32,152.73,0.53,M5V,0.307,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115844
1_0_0,550280115845,151.13,1.34,23.65,151.14,0.51,K0III,1.331,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115845
1_0_0,550280115846,152.88,1.38,29.31,152.88,0.52,NS,1.672,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280115846
1_0_0,550280115847,151.28,1.39,31.64,151.29,0.53,M5V,0.264,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,True,550280115847
1_0_0,550280115848,153.02,1.35,33.97,153.03,0.50,M5V,0.289,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115848
1_0_0,550280115849,151.43,1.36,39.64,151.44,0.51,M5V,0.315,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115849
1_0_0,550280115850,153.17,1.40,41.97,153.18,0.52,K0III,1.363,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115850
1_0_0,550280115851,151.58,1.32,44.30,151.59,0.50,NS,1.149,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280115851
1_0_0,550280115852,153.32,1.36,49.96,153.33,0.51,K5V,0.634,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,5,False,550280115852
1_0_0,550280115853,151.73,1.38,52.29,151.74,0.52,M5V,0.298,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115853
1_0_0,550280115854,150.14,1.39,54.62,150.15,0.53,M5V,0.323,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115854
1_0_0,550280115855,151.88,1.34,56.95,151.89,0.51,K0III,1.395,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115855
1_0_0,550280115856,150.29,1.35,62.61,150.30,0.52,NS,1.187,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,True,550280115856
1_0_0,550280115857,152.03,1.39,64.94,152.04,0.53,K5V,0.653,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,3,False,550280115857
1_0_0,550280115858,150.44,1.32,67.27,150.44,0.50,M5V,0.306,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115858
1_0_0,550280115859,152.18,1.36,72.94,152.19,0.51,M5V,0.331,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115859
1_0_0,550280115860,150.59,1.37,75.27,150.59,0.52,K0III,1.427,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115860
1_0_0,550280115861,152.33,1.41,77.60,152.34,0.53,DA,0.525,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280115861
1_0_0,550280115862,150.74,1.34,83.26,150.74,0.51,K5V,0.672,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,6,False,550280115862
1_0_0,550280115863,152.48,1.38,85.59,152.49,0.52,M5V,0.314,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115863
1_0_0,550280115864,150.89,1.39,87.92,150.89,0.53,M5V,0.339,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115864
1_0_0,550280115865,152.63,1.34,90.25,152.63,0.50,K0III,0.980,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115865
1_0_0,550280115866,151.04,1.35,95.91,151.04,0.51,DA,0.541,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280115866
1_0_0,550280115867,152.78,1.40,98.24,152.78,0.52,K5V,0.691,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,4,False,550280115867
1_0_0,550280115868,151.19,1.49,0.57,151.19,0.57,M5V,0.322,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115868
1_0_0,550280115869,152.93,1.45,6.24,152.93,0.54,M5V,0.347,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,True,550280115869
1_0_0,550280115870,151.33,1.46,8.57,151.34,0.55,M5V,0.253,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115870
1_0_0,550280115871,153.08,1.50,10.90,153.08,0.56,DA,0.557,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280115871
1_0_0,550280115872,151.48,1.42,16.56,151.49,0.54,G5V,1.014,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,4,False,550280115872
1_0_0,550280115873,153.23,1.47,18.89,153.23,0.55,M5V,0.330,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115873
1_0_0,550280115874,151.63,1.48,21.22,151.64,0.56,M5V,0.355,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115874
1_0_0,550280115875,150.04,1.40,23.55,150.05,0.53,M5V,0.261,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115875
1_0_0,550280115876,151.78,1.44,29.21,151.79,0.54,DA,0.573,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280115876
1_0_0,550280115877,150.19,1.45,31.54,150.20,0.55,G5V,1.041,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,7,False,550280115877
1_0_0,550280115878,151.93,1.50,33.87,151.94,0.56,M5V,0.338,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115878
1_0_0,550280115879,150.34,1.42,39.54,150.35,0.54,M5V,0.243,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115879
1_0_0,550280115880,152.08,1.46,41.86,152.09,0.55,M5V,0.269,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115880
1_0_0,550280115881,150.49,1.47,44.19,150.50,0.56,DA,0.589,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280115881
1_0_0,550280115882,152.23,1.43,49.86,152.24,0.54,F0V,1.495,6500,3.5000,1.000,1.000,0.950,Bulge,Central Molecular Zone,3,False,550280115882
1_0_0,550280115883,150.64,1.44,52.19,150.65,0.55,M5V,0.346,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115883
1_0_0,550280115884,152.38,1.48,54.52,152.39,0.56,M5V,0.252,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115884
1_0_0,550280115885,150.79,1.49,56.85,150.80,0.57,M5V,0.277,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115885
1_0_0,550280115886,152.53,1.44,62.51,152.54,0.54,K0III,1.211,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115886
1_0_0,550280115887,150.94,1.45,64.84,150.95,0.55,NS,1.532,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280115887
1_0_0,550280115888,152.68,1.50,67.17,152.69,0.56,M5V,0.354,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115888
1_0_0,550280115889,151.09,1.42,72.83,151.10,0.54,M5V,0.260,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115889
1_0_0,550280115890,152.83,1.46,75.16,152.84,0.55,M5V,0.285,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115890
1_0_0,550280115891,151.24,1.47,77.49,151.25,0.56,K0III,1.243,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,True,550280115891
1_0_0,550280115892,152.98,1.43,83.16,152.99,0.53,NS,1.570,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,True,550280115892
1_0_0,550280115893,151.39,1.44,85.49,151.39,0.54,K5V,0.565,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,2,False,550280115893
1_0_0,550280115894,153.13,1.48,87.82,153.14,0.55,M5V,0.268,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115894
1_0_0,550280115895,151.54,1.49,90.15,151.54,0.56,M5V,0.293,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115895
1_0_0,550280115896,153.28,1.45,95.81,153.29,0.54,K0III,1.276,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115896
1_0_0,550280115897,151.69,1.46,98.14,151.69,0.55,NS,1.608,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280115897
1_0_0,550280115898,150.09,1.55,0.47,150.10,0.59,K5V,0.584,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,5,True,550280115898
1_0_0,550280115899,151.84,1.51,6.13,151.84,0.57,M5V,0.276,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115899
1_0_0,550280115900,150.24,1.52,8.46,150.25,0.58,M5V,0.301,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115900
1_0_0,550280115901,151.98,1.56,10.79,151.99,0.59,K0III,1.308,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115901
1_0_0,550280115902,150.39,1.57,16.46,150.40,0.60,DA,0.705,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280115902
1_0_0,550280115903,152.13,1.53,18.79,152.14,0.58,K5V,0.602,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,3,False,550280115903
1_0_0,550280115904,150.54,1.54,21.12,150.55,0.59,M5V,0.284,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115904
1_0_0,550280115905,152.28,1.58,23.45,152.29,0.59,M5V,0.309,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115905
1_0_0,550280115906,150.69,1.50,29.11,150.70,0.57,K0III,1.340,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115906
1_0_0,550280115907,152.43,1.55,31.44,152.44,0.58,DA,0.481,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280115907
1_0_0,550280115908,150.84,1.56,33.77,150.85,0.59,K5V,0.621,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,6,False,550280115908
1_0_0,550280115909,152.58,1.51,39.43,152.59,0.57,M5V,0.292,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115909
1_0_0,550280115910,150.99,1.52,41.76,151.00,0.58,M5V,0.317,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115910
1_0_0,550280115911,152.73,1.56,44.09,152.74,0.59,M5V,0.343,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115911
1_0_0,550280115912,151.14,1.57,49.76,151.15,0.60,DA,0.497,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280115912
1_0_0,550280115913,152.88,1.53,52.09,152.89,0.57,G5V,0.914,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,6,False,550280115913
1_0_0,550280115914,151.29,1.54,54.42,151.30,0.58,M5V,0.300,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115914
1_0_0,550280115915,153.03,1.58,56.75,153.04,0.59,M5V,0.326,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115915
1_0_0,550280115916,151.44,1.50,62.41,151.45,0.57,M5V,0.351,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115916
1_0_0,550280115917,153.18,1.55,64.74,153.19,0.58,DA,0.514,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280115917
1_0_0,550280115918,151.59,1.56,67.07,151.60,0.59,G5V,0.941,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,4,False,550280115918
1_0_0,550280115919,150.00,1.57,72.73,150.00,0.60,M5V,0.308,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115919
1_0_0,550280115920,151.74,1.52,75.06,151.75,0.57,M5V,0.334,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,True,550280115920
1_0_0,550280115921,150.15,1.53,77.39,150.15,0.58,M5V,0.359,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115921
1_0_0,550280115922,151.89,1.58,83.06,151.90,0.59,DA,0.530,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280115922
1_0_0,550280115923,150.30,1.50,85.39,150.30,0.57,F0V,1.355,6500,3.5000,1.000,1.000,0.950,Bulge,Central Molecular Zone,5,False,550280115923
1_0_0,550280115924,152.04,1.54,87.72,152.05,0.58,M5V,0.316,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115924
1_0_0,550280115925,150.45,1.55,90.05,150.45,0.59,M5V,0.342,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115925
1_0_0,550280115926,152.19,1.51,95.71,152.19,0.57,M5V,0.247,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115926
1_0_0,550280115927,150.60,1.52,98.04,150.60,0.58,K0III,1.092,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115927
1_0_0,550280115928,152.34,1.65,0.37,152.34,0.62,NS,1.393,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,True,550280115928
1_0_0,550280115929,150.74,1.66,6.03,150.75,0.63,M5V,0.324,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280115929
1_0_0,550280115930,152.49,1.61,8.36,152.49,0.61,M5V,0.350,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280115930
1_0_0,550280115931,150.89,1.62,10.69,150.90,0.62,M5V,0.255,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115931
1_0_0,550280115932,152.63,1.67,16.36,152.64,0.63,K0III,1.124,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115932
1_0_0,550280115933,151.04,1.59,18.69,151.05,0.60,NS,1.431,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280115933
1_0_0,550280115934,152.78,1.63,21.02,152.79,0.61,K5V,0.775,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,4,False,550280115934
1_0_0,550280115935,151.19,1.64,23.35,151.20,0.62,M5V,0.358,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280115935
1_0_0,550280115936,152.93,1.69,29.01,152.94,0.63,M5V,0.263,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115936
1_0_0,550280115937,151.34,1.61,31.34,151.35,0.61,K0III,1.156,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280115937
1_0_0,550280115938,153.08,1.65,33.67,153.09,0.62,NS,1.468,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280115938
1_0_0,550280115939,151.49,1.66,39.33,151.50,0.63,K5V,0.794,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,2,False,550280115939
1_0_0,550280115940,153.23,1.61,41.66,153.24,0.60,M5V,0.246,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280115940
