name,x,y,z,stellar_class,mass,temperature,luminosity,absolute_magnitude
36 Ursae Majoris,-30.167776,23.327467,-17.359279,M5V,0.244,2977,0.001951,13.44
HD 147513,-35.277574,-21.898622,6.320053,K5V,0.606,4366,0.195887,7.67
Gliese 428,-38.148539,16.932906,-4.686758,M3V,0.327,3266,0.008618,11.67
HD 104304 A,-20.771721,-36.391287,-4.07675,K5V,0.606,4366,0.195887,7.67
WISE 0857+5604,-20.771721,-36.391287,-4.07675,M8V,0.121,2544,0.00021,16.11
HD 104304 B,-20.771721,-36.391287,-4.07675,K5V,0.606,4366,0.195887,7.67
Wolf 1473,-15.072986,-12.323786,-37.507825,M3.5V,0.306,3194,0.005944,12.11
Gliese 204,19.906317,-25.759122,-27.009187,M3V,0.327,3266,0.008618,11.67
HD 166348,1.280486,37.356783,-19.80205,K5V,0.606,4366,0.195887,7.67
GRW +70 8247,1.740384,26.181219,33.305778,M5V,0.244,2977,0.001951,13.44
Gliese 521,1.740384,26.181219,33.305778,M3V,0.327,3266,0.008618,11.67
HD 172051,11.202707,-11.202262,-39.328981,K5V,0.606,4366,0.195887,7.67
WISE 2019-1148,11.202707,-11.202262,-39.328981,M8V,0.121,2544,0.00021,16.11
Gliese 1001 B,33.364053,4.973393,-25.753814,M3V,0.327,3266,0.008618,11.67
Gliese 1001 A,33.364053,4.973393,-25.753814,M3V,0.327,3266,0.008618,11.67
WISE 2134-7137,-30.116762,-27.699057,12.207903,M8V,0.121,2544,0.00021,16.11
Gliese 167,33.568451,5.003862,-25.91159,M3V,0.327,3266,0.008618,11.67
WISE 2359-7335,-30.116763,-27.699057,12.207903,M8V,0.121,2544,0.00021,16.11
HD 190007,8.560541,41.4989,-6.033112,K5V,0.606,4366,0.195887,7.67
SZ Crateris,3.405215,-7.702831,-42.065198,M5V,0.244,2977,0.001951,13.44
Capella (Alpha Aurigae) Ab,-40.92647,-12.331484,3.872876,M5V,0.244,2977,0.001951,13.44
HD 170657,28.701126,-17.06377,27.252214,K5V,0.606,4366,0.195887,7.67
58 Eridani,-38.791364,-2.034708,-19.355878,M5V,0.244,2977,0.001951,13.44
Gliese 146,34.275982,5.10933,-26.457735,M3V,0.327,3266,0.008618,11.67
Gliese 1267,34.275983,5.10933,-26.457735,M3V,0.327,3266,0.008618,11.67
CW Ursae Majoris,8.50405,39.646287,16.025389,M5V,0.244,2977,0.001951,13.44
Gliese 556,37.927571,7.713134,20.504801,M3V,0.327,3266,0.008618,11.67
Gliese 69,-14.183983,8.461197,40.566769,M3V,0.327,3266,0.008618,11.67
Upsilon Andromedae (Titawin) A,38.256673,-17.833245,-12.066997,M5V,0.244,2977,0.001951,13.44
Upsilon Andromedae (Titawin) B,38.256673,-17.833245,-12.066997,M5V,0.244,2977,0.001951,13.44
HD 29697,-27.267247,6.696697,33.877005,K5V,0.606,4366,0.195887,7.67
Theta Ursae Majoris (Alhaud),-27.267247,6.696697,33.877005,M5V,0.244,2977,0.001951,13.44
G 161-71,-16.65069,9.144344,39.710148,M5V,0.244,2977,0.001951,13.44
Gliese 868,33.909954,26.638716,-9.702262,M3V,0.327,3266,0.008618,11.67
WISE 0359-5401,14.662354,-41.11941,-7.529907,M8V,0.121,2544,0.00021,16.11
HD 211415 B,27.97283,25.762099,-22.917133,K5V,0.606,4366,0.195887,7.67
G 29-38,27.97283,25.762099,-22.917134,M5V,0.244,2977,0.001951,13.44
HD 211415 A,27.97283,25.762099,-22.917134,K5V,0.606,4366,0.195887,7.67
WISE 1952+7240,-24.701509,34.94415,-11.836464,M8V,0.121,2544,0.00021,16.11
Gliese 528 B,-24.701509,34.94415,-11.836464,M3V,0.327,3266,0.008618,11.67
Gliese 528 A,-24.701509,34.94415,-11.836464,M3V,0.327,3266,0.008618,11.67
WISE 1311+0122,-24.701509,34.94415,-11.836464,M8V,0.121,2544,0.00021,16.11
HD 154577,16.988379,2.934286,-41.133259,K5V,0.606,4366,0.195887,7.67
HD 166,33.689232,-6.436092,28.665351,K5V,0.606,4366,0.195887,7.67
Gliese 215,33.689232,-6.436092,28.665351,M3V,0.327,3266,0.008618,11.67
WISE 2255-3118,33.689232,-6.436092,28.665351,M8V,0.121,2544,0.00021,16.11
Beta Aquilae (Alshain),33.689232,-6.436092,28.665351,M5V,0.244,2977,0.001951,13.44
WISE 0513+0608,-13.558972,-13.458862,40.411673,M8V,0.121,2544,0.00021,16.11
10 Tauri,28.733474,18.607246,28.89979,M5V,0.244,2977,0.001951,13.44
Gliese 615,39.008982,5.625078,21.300185,M3V,0.327,3266,0.008618,11.67
WISE J0304-2705,18.192849,-26.754265,31.276661,M8V,0.121,2544,0.00021,16.11
Gamma Cephei (Errai) B,-13.426713,7.395545,42.308738,M5V,0.244,2977,0.001951,13.44
Iota Piscium,-13.426713,7.395545,42.308738,M5V,0.244,2977,0.001951,13.44
WISE 2226+0440,-13.426713,7.395546,42.308738,M8V,0.121,2544,0.00021,16.11
WISE 0323-6025,-10.913656,36.3563,-24.722491,M8V,0.121,2544,0.00021,16.11
GJ 898,35.842795,21.622828,17.83248,M3V,0.327,3266,0.008618,11.67
Tau- Eridani,-42.459346,-15.548774,5.899118,M5V,0.244,2977,0.001951,13.44
Alpha Fornacis (Dalim) Ba,-23.105661,-33.670867,20.426373,M5V,0.244,2977,0.001951,13.44
Alpha Fornacis (Dalim) Bb,1.55998,-44.214582,11.290387,M5V,0.244,2977,0.001951,13.44
WISE 0335+4310,15.786649,42.885662,0.302713,M8V,0.121,2544,0.00021,16.11
WISE 0723+3403,15.786649,42.885663,0.302713,M8V,0.121,2544,0.00021,16.11
Gliese 532,15.786649,42.885663,0.302713,M3V,0.327,3266,0.008618,11.67
18 Scorpii,38.339195,23.692889,-7.565921,M5V,0.244,2977,0.001951,13.44
HD 23356,32.937712,12.071566,-29.445279,K5V,0.606,4366,0.195887,7.67
26 Draconis B,-36.793193,-9.447958,-25.764452,M5V,0.244,2977,0.001951,13.44
47 Ursae Majoris (Chalawan),-36.793193,-9.447958,-25.764452,M5V,0.244,2977,0.001951,13.44
26 Draconis C,-31.219516,-22.414993,-25.094221,M5V,0.244,2977,0.001951,13.44
Gliese 42,-31.219516,-22.414993,-25.094222,M3V,0.327,3266,0.008618,11.67
26 Draconis A,-31.219516,-22.414993,-25.094222,M5V,0.244,2977,0.001951,13.44
Gliese 400,31.372107,-31.637136,-11.440388,M3V,0.327,3266,0.008618,11.67
WISE 0819-0335,31.372107,-31.637136,-11.440388,M8V,0.121,2544,0.00021,16.11
WISE 2237+7228,31.372107,-31.637136,-11.440388,M8V,0.121,2544,0.00021,16.11
WISE 2209-2734,-34.421651,14.024991,-27.10073,M8V,0.121,2544,0.00021,16.11
WISE 2344+1034,-34.421651,14.024991,-27.10073,M8V,0.121,2544,0.00021,16.11
Gliese 726,-23.715682,28.802577,27.077444,M3V,0.327,3266,0.008618,11.67
Gliese 529,-6.270959,45.575194,-5.221753,M3V,0.327,3266,0.008618,11.67
Gliese 282 B,43.029542,12.40871,11.754679,M3V,0.327,3266,0.008618,11.67
Gliese 282 C,43.029542,12.40871,11.754679,M3V,0.327,3266,0.008618,11.67
Gliese 282 A,43.029542,12.40871,11.754679,M3V,0.327,3266,0.008618,11.67
Gliese 2130 A,-22.164341,38.367878,13.463431,M3V,0.327,3266,0.008618,11.67
Gliese 2130 B,-22.164341,38.367878,13.463431,M3V,0.327,3266,0.008618,11.67
WISE 0458+6434 A,37.23576,-24.54204,13.518374,M8V,0.121,2544,0.00021,16.11
WISE 1828+2650,37.23576,-24.54204,13.518374,M8V,0.121,2544,0.00021,16.11
Gliese 481,11.79865,33.751892,-29.88581,M3V,0.327,3266,0.008618,11.67
HR 7578,11.79865,33.751892,-29.88581,G5V,0.907,5555,0.901599,5.33
Pi- Ursae Majoris,11.79865,33.751892,-29.88581,M5V,0.244,2977,0.001951,13.44
WISE 0458+6434 B,11.79865,33.751892,-29.88581,M8V,0.121,2544,0.00021,16.11
Alpha Ophiuchi (Rasalhague) B,14.385137,41.458597,-15.973182,M5V,0.244,2977,0.001951,13.44
Eta Cephei (Al Kidr),-8.395886,-43.32475,-15.579317,M5V,0.244,2977,0.001951,13.44
Gliese 613,-8.395886,-43.32475,-15.579317,M3V,0.327,3266,0.008618,11.67
Gliese 611 B,44.216843,14.858084,-4.870126,M3V,0.327,3266,0.008618,11.67
72 Herculis,44.216843,14.858084,-4.870126,M5V,0.244,2977,0.001951,13.44
Gliese 611 A,-31.538755,-33.237833,-10.008168,M3V,0.327,3266,0.008618,11.67
HD 150689,-31.538755,-33.237833,-10.008168,K5V,0.606,4366,0.195887,7.67
TYC 3135Ð52Ð1,19.238836,-38.584754,18.584575,M5V,0.244,2977,0.001951,13.44
WISE 0223-2932,3.9448,33.623009,32.602635,M8V,0.121,2544,0.00021,16.11
WISE 1812+2721,37.383816,11.209813,26.1876,M8V,0.121,2544,0.00021,16.11
WISE 0500-1223,37.383816,11.209814,26.1876,M8V,0.121,2544,0.00021,16.11
HIP 79431,3.9448,33.62301,32.602635,M5V,0.244,2977,0.001951,13.44
Gliese 546,3.9448,33.62301,32.602635,M3V,0.327,3266,0.008618,11.67
WISE 0535-7500,3.9448,33.62301,32.602635,M8V,0.121,2544,0.00021,16.11
VHS J125804.89-441232.4,46.128209,-2.518788,-9.179,M5V,0.244,2977,0.001951,13.44
CM Draconis,46.128209,-2.518788,-9.179,M5V,0.244,2977,0.001951,13.44
WISE 0744+5628,-37.269667,7.984667,-28.009053,M8V,0.121,2544,0.00021,16.11
WISE 1309-1600,-37.269667,7.984667,-28.009053,M8V,0.121,2544,0.00021,16.11
Gliese 1214 (Orkaria),37.341953,5.566357,-28.824367,M3V,0.327,3266,0.008618,11.67
Theta Botis (Asellus Primus) B,3.881895,29.917786,36.68933,M5V,0.244,2977,0.001951,13.44
Nu- Lupi,3.881895,29.917786,36.68933,M5V,0.244,2977,0.001951,13.44
Theta Botis (Asellus Primus) A,3.881895,29.917786,36.68933,M5V,0.244,2977,0.001951,13.44
HIP 79431 (Sharjah),-7.893475,26.530508,38.650703,M5V,0.244,2977,0.001951,13.44
WISE 0040+0900,-43.181083,19.118651,-5.969196,M8V,0.121,2544,0.00021,16.11
WISE 1018-2445,-43.181083,19.118651,-5.969196,M8V,0.121,2544,0.00021,16.11
Iota Ursae Majoris (Talitha),-39.816754,-25.499483,6.300192,M5V,0.244,2977,0.001951,13.44
Gliese 259,-9.691725,39.979279,-24.145759,M3V,0.327,3266,0.008618,11.67
111 Tauri A,-5.998253,0.706113,47.4169,M5V,0.244,2977,0.001951,13.44
OU Geminorum,-5.998253,0.706113,47.4169,M5V,0.244,2977,0.001951,13.44
HD 196761,-5.998253,0.706113,47.4169,K5V,0.606,4366,0.195887,7.67
111 Tauri B,-5.998253,0.706113,47.4169,M5V,0.244,2977,0.001951,13.44
Gliese 604,-5.998253,0.706113,47.4169,M3V,0.327,3266,0.008618,11.67
WISE 2018-7423,-27.130848,-28.947031,-26.840202,M8V,0.121,2544,0.00021,16.11
Gliese 420,-27.130848,-28.947031,-26.840202,M3V,0.327,3266,0.008618,11.67
Psi Serpentis A,1.843905,45.145326,15.90313,M5V,0.244,2977,0.001951,13.44
Psi Capricorni (Yue),1.843905,45.145327,15.90313,M5V,0.244,2977,0.001951,13.44
Psi Serpentis B,1.843905,45.145327,15.90313,M5V,0.244,2977,0.001951,13.44
CWISEP J1047+5457,-36.065898,27.935908,14.927692,M8V,0.121,2544,0.00021,16.11
Gliese 833,27.433561,37.139392,13.478698,M3V,0.327,3266,0.008618,11.67
Gliese 269,-43.956981,16.750989,-10.508482,M3V,0.327,3266,0.008618,11.67
Alpha Corvi (Alchiba) A,-43.956981,16.750989,-10.508482,M5V,0.244,2977,0.001951,13.44
Alpha Corvi (Alchiba) B,-43.956981,16.750989,-10.508482,M5V,0.244,2977,0.001951,13.44
BPM 37093 (V886 Centauri),-41.917325,-15.24921,18.761439,M5V,0.244,2977,0.001951,13.44
LHS 3844 (Bats--),-38.68193,-11.328154,-27.028542,M5V,0.244,2977,0.001951,13.44
WISE 0015-4615,13.885223,24.185029,39.802574,M8V,0.121,2544,0.00021,16.11
WISE 2343-7418,13.885223,24.185029,39.802574,M8V,0.121,2544,0.00021,16.11
20 Leonis Minoris (Cor),-12.177487,25.798495,-39.345984,M5V,0.244,2977,0.001951,13.44
HD 4391,-26.069034,-10.241796,-39.839692,K5V,0.606,4366,0.195887,7.67
Gliese 123,38.363944,5.718699,-29.613245,M3V,0.327,3266,0.008618,11.67
Alpha Cephei (Alderamin),2.384476,46.120394,15.769069,M5V,0.244,2977,0.001951,13.44
WISEP J004701.06+680352.1,23.471629,-36.113084,-23.154648,M8V,0.121,2544,0.00021,16.11
Gliese 163,38.442558,5.730418,-29.673928,M3V,0.327,3266,0.008618,11.67
Gliese 14,38.442559,5.730418,-29.673928,M3V,0.327,3266,0.008618,11.67
HD 176051 A,23.47163,-36.113085,-23.154648,K5V,0.606,4366,0.195887,7.67
HD 176051 B,32.51401,31.15462,19.064073,K5V,0.606,4366,0.195887,7.67
HD 84117,33.201269,25.476081,-25.488136,K5V,0.606,4366,0.195887,7.67
HD 200779 (Gliese 818),-4.821016,-32.189763,36.721136,M3V,0.327,3266,0.008618,11.67
Eta Leporis,-42.090276,-6.246983,-24.498854,M5V,0.244,2977,0.001951,13.44
Nu Phoenicis,-13.859709,46.768176,5.608581,M5V,0.244,2977,0.001951,13.44
Gliese 52,-13.859709,46.768176,5.608581,M3V,0.327,3266,0.008618,11.67
Gliese 483,-13.859709,46.768176,5.608581,M3V,0.327,3266,0.008618,11.67
SCR J1826-6542,-18.717595,-42.107886,17.010349,M5V,0.244,2977,0.001951,13.44
Castor (Alpha Geminorum) Bb,36.181738,-2.615992,-33.162643,M5V,0.244,2977,0.001951,13.44
Castor (Alpha Geminorum) Cb,36.181738,-2.615992,-33.162643,M5V,0.244,2977,0.001951,13.44
Castor (Alpha Geminorum) Ca,-18.08914,39.111944,23.638133,M5V,0.244,2977,0.001951,13.44
Castor (Alpha Geminorum) Ba,36.181739,-2.615992,-33.162644,M5V,0.244,2977,0.001951,13.44
Castor (Alpha Geminorum) Ab,36.181739,-2.615992,-33.162644,M5V,0.244,2977,0.001951,13.44
GJ 1279,10.704062,33.859856,34.052506,M3V,0.327,3266,0.008618,11.67
19 Draconis,48.046196,6.434569,-8.414234,M5V,0.244,2977,0.001951,13.44
Gliese 141,38.757017,5.777292,-29.91666,M3V,0.327,3266,0.008618,11.67
31 Aquilae,12.899113,-1.384211,47.666097,M5V,0.244,2977,0.001951,13.44
AB Doradus A,19.46588,2.636902,-45.435407,M5V,0.244,2977,0.001951,13.44
L 489-43,19.46588,2.636902,-45.435407,M5V,0.244,2977,0.001951,13.44
AB Doradus C,19.46588,2.636902,-45.435407,M5V,0.244,2977,0.001951,13.44
AB Doradus Bb,28.95403,14.55648,37.416882,M5V,0.244,2977,0.001951,13.44
AB Doradus Ba,28.95403,14.55648,37.416882,M5V,0.244,2977,0.001951,13.44
Gliese 40,2.786929,-47.249029,14.829777,M3V,0.327,3266,0.008618,11.67
171 G. Puppis,-26.358577,1.21057,-41.999047,M5V,0.244,2977,0.001951,13.44
HR 5864,-27.953049,20.260165,-35.752521,G5V,0.907,5555,0.901599,5.33
Mu Arae,-36.185334,10.57037,-32.541187,M5V,0.244,2977,0.001951,13.44
Gliese 317,-18.264621,-29.661376,-35.729769,M3V,0.327,3266,0.008618,11.67
51 Pegasi (Helvetios),-28.720423,-18.77776,36.504014,M5V,0.244,2977,0.001951,13.44
Delta Aquilae B,-28.720423,-18.77776,36.504014,M5V,0.244,2977,0.001951,13.44
HR 159 A,-24.74132,-8.215596,42.900012,G5V,0.907,5555,0.901599,5.33
WISE 0614+3912,23.444869,34.606543,-27.798657,M8V,0.121,2544,0.00021,16.11
HR 159 B,23.444869,34.606543,-27.798658,G5V,0.907,5555,0.901599,5.33
WISE 1627+3255,23.444869,34.606543,-27.798658,M8V,0.121,2544,0.00021,16.11
WISE 1617+1807,23.444869,34.606543,-27.798658,M8V,0.121,2544,0.00021,16.11
Gliese 156,39.543163,5.894479,-30.523488,M3V,0.327,3266,0.008618,11.67
Gliese 227,44.742968,16.03141,16.769636,M3V,0.327,3266,0.008618,11.67
Gliese 862,-32.66194,32.691177,20.115782,M3V,0.327,3266,0.008618,11.67
Phi- Ceti,-32.66194,32.691177,20.115782,M5V,0.244,2977,0.001951,13.44
Sigma Botis (Hemelein Secunda),-32.66194,32.691177,20.115782,M5V,0.244,2977,0.001951,13.44
99 Herculis B,-5.755504,12.209039,48.662753,M5V,0.244,2977,0.001951,13.44
Gliese 758/B,-12.432775,25.557951,41.742871,M3V,0.327,3266,0.008618,11.67
99 Herculis A,-12.432775,25.557951,41.742871,M5V,0.244,2977,0.001951,13.44
WISE 2015+6646,-34.155733,-35.701859,-10.914355,M8V,0.121,2544,0.00021,16.11
WISE 0542-1628,-34.155733,-35.701859,-10.914355,M8V,0.121,2544,0.00021,16.11
WISE 1124-0421,-34.155733,-35.701859,-10.914355,M8V,0.121,2544,0.00021,16.11
Gliese 3685/3686,-35.220049,0.14725,36.469391,M3V,0.327,3266,0.008618,11.67
HD 135599,37.913042,-16.62596,-29.441785,K5V,0.606,4366,0.195887,7.67
Gliese 778,21.022784,-43.954006,14.378036,M3V,0.327,3266,0.008618,11.67
HD 38858,21.022784,-43.954006,14.378036,K5V,0.606,4366,0.195887,7.67
Mu Arae (Cervantes/HD 160691),45.818947,21.387294,5.744555,K5V,0.606,4366,0.195887,7.67
Gliese 1175,40.014851,5.964791,-30.887585,M3V,0.327,3266,0.008618,11.67
Tau Botis,-9.121493,49.848925,-4.76372,M5V,0.244,2977,0.001951,13.44
WISE 1519+7009,-9.121493,49.848925,-4.76372,M8V,0.121,2544,0.00021,16.11
HD 207129,15.738478,-40.638335,26.492,K5V,0.606,4366,0.195887,7.67
Gliese 397,-32.421979,-10.468521,-38.084581,M3V,0.327,3266,0.008618,11.67
Gliese 782,-32.42198,-10.468521,-38.084581,M3V,0.327,3266,0.008618,11.67
WISE 0325-3854,-16.63232,-40.152614,27.066095,M8V,0.121,2544,0.00021,16.11
HD 113538,37.707386,-34.612103,-1.263088,K5V,0.606,4366,0.195887,7.67
WISE 2342+0856,37.707386,-34.612103,-1.263088,M8V,0.121,2544,0.00021,16.11
HD 139763,-28.647145,40.086826,14.285568,K5V,0.606,4366,0.195887,7.67
Gliese 157,40.407925,6.023384,-31.191,M3V,0.327,3266,0.008618,11.67
WISE 0906+4735,46.147281,19.018058,12.688257,M8V,0.121,2544,0.00021,16.11
WISE 1906+4508,-9.810585,-13.841515,48.625249,M8V,0.121,2544,0.00021,16.11
WISE 0614+0951,-9.810586,-13.841516,48.62525,M8V,0.121,2544,0.00021,16.11
WISE 0750+2725,-9.810586,-13.841516,48.62525,M8V,0.121,2544,0.00021,16.11
Gliese 3929,43.45991,12.918427,-24.50963,M3V,0.327,3266,0.008618,11.67
Chi Herculis,-34.18635,1.651488,38.748627,M5V,0.244,2977,0.001951,13.44
Gliese 777 A,13.947745,-13.711605,-47.965532,M3V,0.327,3266,0.008618,11.67
104 Tauri,13.947745,-13.711605,-47.965532,M5V,0.244,2977,0.001951,13.44
Gliese 777 B,13.947745,-13.711605,-47.965533,M3V,0.327,3266,0.008618,11.67
Ross 640,37.285823,26.580514,-24.302864,M4V,0.286,3122,0.0041,12.56
Gliese 112.1,40.800998,6.081977,-31.494414,M3V,0.327,3266,0.008618,11.67
Gliese 619,22.623509,45.596467,-10.13652,M3V,0.327,3266,0.008618,11.67
Gliese 156.2,40.958227,6.105414,-31.61578,M3V,0.327,3266,0.008618,11.67
Gliese 462,2.29604,52.120489,-1.738628,M3V,0.327,3266,0.008618,11.67
WISE 1457+5815,2.29604,52.120489,-1.738628,M8V,0.121,2544,0.00021,16.11
Gliese 3,22.521489,-41.359712,-22.516589,M3V,0.327,3266,0.008618,11.67
WISE 2319-1844,22.521489,-41.359712,-22.516589,M8V,0.121,2544,0.00021,16.11
WISE 1622-0959,22.521489,-41.359712,-22.516589,M8V,0.121,2544,0.00021,16.11
Gliese 3781,7.556219,-11.621103,50.42959,M3V,0.327,3266,0.008618,11.67
Gliese 32,7.556219,-11.621103,50.42959,M3V,0.327,3266,0.008618,11.67
Gliese 1062,41.115457,6.128852,-31.737146,M3V,0.327,3266,0.008618,11.67
HD 179930,23.139851,-46.915084,-4.446587,K5V,0.606,4366,0.195887,7.67
Gliese 1264,41.3513,6.164008,-31.919194,M3V,0.327,3266,0.008618,11.67
HR 3138,21.411349,-47.732257,7.143227,G5V,0.907,5555,0.901599,5.33
Gliese 824,21.411349,-47.732258,7.143227,M3V,0.327,3266,0.008618,11.67
Gliese 472,21.41135,-47.732258,7.143227,M3V,0.327,3266,0.008618,11.67
Gliese 152,41.587144,6.199164,-32.101243,M3V,0.327,3266,0.008618,11.67
I Carinae,-49.630625,-17.84878,-4.078251,M5V,0.244,2977,0.001951,13.44
Xi Pegasi B,-39.659409,29.588052,18.991537,M5V,0.244,2977,0.001951,13.44
10 Ursae Majoris,-39.659409,29.588052,18.991537,M5V,0.244,2977,0.001951,13.44
Xi Pegasi A,-39.659409,29.588052,18.991537,M5V,0.244,2977,0.001951,13.44
WISE 1042-3842,-44.947601,28.366952,-2.295501,M8V,0.121,2544,0.00021,16.11
HR 6516,19.604789,48.137718,11.802642,G5V,0.907,5555,0.901599,5.33
Gliese 143,41.980217,6.257757,-32.404657,M3V,0.327,3266,0.008618,11.67
Gliese 1177,41.980217,6.257757,-32.404657,M3V,0.327,3266,0.008618,11.67
HD 40887,-37.470875,-22.893159,30.387444,K5V,0.606,4366,0.195887,7.67
9 Puppis,-46.657613,15.533841,-20.816506,M5V,0.244,2977,0.001951,13.44
Gliese 826.1,-46.657613,15.533841,-20.816506,M3V,0.327,3266,0.008618,11.67
Alpha Circini (Xami),50.494486,-0.419852,-17.674291,M5V,0.244,2977,0.001951,13.44
WISE 2237-0614,53.199562,0.480999,-5.641391,M8V,0.121,2544,0.00021,16.11
Gliese 247,53.199562,0.480999,-5.641391,M3V,0.327,3266,0.008618,11.67
BPM 37093,53.199562,0.480999,-5.641391,M5V,0.244,2977,0.001951,13.44
Gliese 531,-3.676714,53.417981,-2.44153,M3V,0.327,3266,0.008618,11.67
BY Draconis,30.377775,35.002798,26.924987,M5V,0.244,2977,0.001951,13.44
Gliese 676 A,-50.507116,15.266631,-9.98254,M3V,0.327,3266,0.008618,11.67
Gliese 676 B,-2.94798,43.068119,31.939576,M3V,0.327,3266,0.008618,11.67
Gliese 322,43.382254,26.231463,-18.009174,M3V,0.327,3266,0.008618,11.67
WISE 0241-3653,37.228924,-24.340355,30.265398,M8V,0.121,2544,0.00021,16.11
HD 53705/53706/53680,28.205974,-44.154654,12.649092,K5V,0.606,4366,0.195887,7.67
Gliese 553,28.205974,-44.154654,12.649092,M3V,0.327,3266,0.008618,11.67
Psi5 Aurigae,31.165368,-36.433388,-24.627994,M5V,0.244,2977,0.001951,13.44
Gliese 1049,42.373291,6.31635,-32.708072,M3V,0.327,3266,0.008618,11.67
HD 128311,13.127755,-23.232593,46.945806,K5V,0.606,4366,0.195887,7.67
WISE 0656+4205,37.326296,-11.459309,37.44652,M8V,0.121,2544,0.00021,16.11
HR 5273,37.326296,-11.459309,37.44652,G5V,0.907,5555,0.901599,5.33
WISE 2348-1028,37.326296,-11.459309,37.44652,M8V,0.121,2544,0.00021,16.11
Gliese 3839,2.186489,-1.493689,-54.295467,M3V,0.327,3266,0.008618,11.67
WISE 0148-7202,-18.127742,-44.786355,24.998547,M8V,0.121,2544,0.00021,16.11
WISE 1804+3117,50.048282,-14.832248,15.3145,M8V,0.121,2544,0.00021,16.11
Gliese 633,29.289738,39.731959,23.031796,M3V,0.327,3266,0.008618,11.67
HR 2225,-18.719633,-24.366042,45.012457,G5V,0.907,5555,0.901599,5.33
Gliese 795,-18.719633,-24.366042,45.012457,M3V,0.327,3266,0.008618,11.67
Beta Cassiopeiae (Caph),-18.719633,-24.366042,45.012457,M5V,0.244,2977,0.001951,13.44
39 Tauri,-20.075947,-25.798426,-43.732797,M5V,0.244,2977,0.001951,13.44
A 2329,49.632592,7.11326,-21.614055,M5V,0.244,2977,0.001951,13.44
Gliese 295,-47.224025,21.758809,17.305654,M3V,0.327,3266,0.008618,11.67
Gliese 1181,43.080822,6.421818,-33.254218,M3V,0.327,3266,0.008618,11.67
Gliese 786,12.253139,-14.101983,-51.517324,M3V,0.327,3266,0.008618,11.67
WISE 0333-5856,12.253139,-14.101983,-51.517324,M8V,0.121,2544,0.00021,16.11
WISE 2357+1227,12.253139,-14.101983,-51.517324,M8V,0.121,2544,0.00021,16.11
HD 7924,11.652529,43.646559,31.196256,K5V,0.606,4366,0.195887,7.67
HR 2721,-8.091205,51.002367,18.928575,G5V,0.907,5555,0.901599,5.33
Gliese 895.4,-8.091205,51.002367,18.928575,M3V,0.327,3266,0.008618,11.67
Gliese 200,11.468063,36.801917,-39.231396,M3V,0.327,3266,0.008618,11.67
HD 152391,-33.225536,-21.51768,38.471979,K5V,0.606,4366,0.195887,7.67
Gliese 886,23.925344,-3.749325,49.604037,M3V,0.327,3266,0.008618,11.67
Gliese 565,42.801549,-32.256363,-13.625142,M3V,0.327,3266,0.008618,11.67
WISE 1225-1013,-6.288216,5.47833,-54.768661,M8V,0.121,2544,0.00021,16.11
WISE 0366-0143,-6.288216,5.47833,-54.768661,M8V,0.121,2544,0.00021,16.11
WISE 1852+3537,-6.288216,5.47833,-54.768661,M8V,0.121,2544,0.00021,16.11
WISE 1612-3420,-6.288216,5.47833,-54.768662,M8V,0.121,2544,0.00021,16.11
HR 2997,15.975846,52.801543,6.937536,G5V,0.907,5555,0.901599,5.33
Gliese 728,-7.723457,9.333075,-54.366643,M3V,0.327,3266,0.008618,11.67
HD 76151,39.589785,-27.68239,27.928019,K5V,0.606,4366,0.195887,7.67
HR 4864,40.196195,-18.721681,-34.20182,G5V,0.907,5555,0.901599,5.33
HR 7232,35.442554,38.479648,19.978539,G5V,0.907,5555,0.901599,5.33
WISE 0245-3450,49.411644,-24.980904,9.036253,M8V,0.121,2544,0.00021,16.11
WISE 1320+6034,49.411644,-24.980904,9.036253,M8V,0.121,2544,0.00021,16.11
Iota Horologii,-3.361706,34.721246,-44.063295,M5V,0.244,2977,0.001951,13.44
Gliese 3076,32.273654,44.905737,-10.183267,M3V,0.327,3266,0.008618,11.67
HD 3765,-12.354408,-48.905876,25.005476,K5V,0.606,4366,0.195887,7.67
37 Geminorum,-23.018029,4.598614,-51.173363,M5V,0.244,2977,0.001951,13.44
Gliese 727,-3.69931,55.687819,8.132764,M3V,0.327,3266,0.008618,11.67
Gliese 3476,-3.69931,55.687819,8.132764,M3V,0.327,3266,0.008618,11.67
ADS 9544,-3.69931,55.687819,8.132764,M5V,0.244,2977,0.001951,13.44
HIP 92444,-40.924634,-15.072779,35.76235,M5V,0.244,2977,0.001951,13.44
Gliese 3222,-40.924634,-15.072779,35.76235,M3V,0.327,3266,0.008618,11.67
DENIS-P J1058.7-1548,36.773601,-32.945852,-27.468582,M5V,0.244,2977,0.001951,13.44
Gliese 3833,36.773601,-32.945852,-27.468583,M3V,0.327,3266,0.008618,11.67
Tau- Hydrae,36.773602,-32.945852,-27.468583,M5V,0.244,2977,0.001951,13.44
q- Eridani,-49.380586,2.97364,27.500457,M5V,0.244,2977,0.001951,13.44
HR 6748,13.525665,-23.336426,49.759699,G5V,0.907,5555,0.901599,5.33
Gliese 913,13.525665,-23.336426,49.759699,M3V,0.327,3266,0.008618,11.67
HD 184467,13.525665,-23.336426,49.759699,K5V,0.606,4366,0.195887,7.67
